selfies,p_np
[C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][Branch1][O][C][Branch1][#Branch1][C][N][Branch1][C][C][C][C][C][Branch1][Ring1][C][C][=O],1
[C][=C][Branch1][P][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][C][N][C][C][=Branch1][#Branch1][=C][C][=C][Ring2][Ring1][C][C],1
[C@H1][Branch2][Ring1][S][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C@H1][Branch1][=Branch1][N][Branch1][C][C][C][C][Branch1][Ring1][C][C][O],1
[C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][Branch1][O][C][Branch1][#Branch1][C][N][Branch1][C][C][C][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][Cl],1
[C][C][Branch1][#Branch1][C][N][Branch1][C][C][C][O][C][Branch1][C][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1],0
[H+1].[Cl-1].[C][C][N][Branch1][Ring1][C][C][C][C][O][C][=Branch1][C][=O][C][Branch1][C][O][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],1
[C][=C][Branch2][Ring1][=Branch1][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][SH0][Branch1][#Branch1][C][C][Branch1][C][N][=O][=O][C][=C][C][=C][Ring2][Ring1][Ring1],1
[C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][Branch1][#Branch1][C][Branch1][Ring1][C][C][=O][C][C][Branch1][=Branch1][N][Branch1][C][C][C][C],1
[C][=C][Branch2][Ring1][Branch2][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][Branch1][#Branch2][C][Branch1][=Branch1][C][C][C][C][C][N][O][C][=C][C][=C][Ring2][Ring1][Branch1],1
[C][C][C][#C][C][Branch1][C][C][C][Branch1][Ring2][C][C][=C][C][=Branch1][C][=O][N][C][=Branch1][C][=O][N][Branch1][C][C][C][Ring1][N][=O],1
[C][C][C][C][Branch1][C][C][C][Branch1][Ring2][C][C][=C][C][=Branch1][C][=O][N][C][=Branch1][C][=O][N][C][Ring1][O][=O],1
[C][C][C][Branch1][Branch2][C][C][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C][=Branch1][C][=O][N][C][Ring1][=N][=O],1
[C][Branch2][Ring1][#Branch1][C][Branch1][#C][C][Branch1][O][N][C][=Branch1][C][=O][N][C][Ring1][#Branch1][=O][=O][C][Branch1][C][C][C][C][=C],1
[C][Branch2][Ring1][Branch2][C][Branch2][Ring1][C][C][Branch1][=C][N][C][Branch1][=Branch2][N][Branch1][Branch1][C][Ring1][=Branch1][=O][C][=O][=O][C][C][C],1
[C][Branch2][Ring1][Branch1][C][Branch1][#C][C][Branch1][O][N][C][=Branch1][C][=O][N][C][Ring1][#Branch1][=O][=O][C][C][=C][C][=Branch1][C][=C][Br],1
[C][Branch2][Ring1][=Branch2][C][Branch1][#C][C][Branch1][O][N][C][=Branch1][C][=O][N][C][Ring1][#Branch1][=O][=O][C][=Branch1][Ring2][=C][/C][C][/C][C],1
[C][Branch2][Ring1][=Branch2][C][Branch1][C][C][C][Branch1][Ring2][C][C][=C][C][=Branch1][C][=O][N][C][Branch1][=Branch1][N][C][Ring1][#Branch2][=O][=O][C],1
[C][Branch2][Ring1][=Branch2][C][Branch2][Ring1][Ring2][C][Branch1][#C][C][Branch1][O][N][C][=Branch1][C][=O][N][C][Ring1][#Branch1][=O][=O][C][=C][C][C][C],1
[C][Branch2][Ring1][#Branch2][C][Branch1][=Branch2][C][Branch1][Ring2][C][C][C][C][C][C][Branch1][O][N][C][=Branch1][C][=O][N][C][Ring1][=N][=O][=O][C],1
[C][C][C][Branch1][C][C][C][Branch1][Ring1][C][C][C][=Branch1][C][=O][N][C][=Branch1][C][=O][N][C][Ring1][#Branch2][=O],1
[C][Branch2][Ring1][Branch1][C][Branch1][#C][C][Branch1][O][N][C][=Branch1][C][=O][N][C][Ring1][#Branch1][=O][=O][C][C][=C][C][Branch1][C][C][C],1
[C][Branch2][Ring1][Ring2][C][Branch1][#C][C][Branch1][O][N][C][=Branch1][C][=O][N][C][Ring1][#Branch1][=O][=O][C][C][C],1
[C][Branch2][Ring1][=Branch1][C][Branch1][#C][C][Branch1][O][N][C][=Branch1][C][=O][N][C][Ring1][#Branch1][=O][=O][C][C][C][C][C][O][C][Branch1][C][N][=O],1
[C][C][C][C][Branch1][C][C][C][Branch1][Ring1][C][C][C][=Branch1][C][=O][N][C][=Branch1][C][=O][N][C][Ring1][#Branch2][=O],1
[C][Branch2][Ring1][Branch1][C][Branch1][#C][C][Branch1][O][N][C][=Branch1][C][=O][N][C][Ring1][#Branch1][=O][=O][C][C][=C][C][Branch1][C][C][O],1
[C][Branch2][Ring1][Branch1][C][Branch1][#C][C][Branch1][O][N][C][=Branch1][C][=O][N][C][Ring1][#Branch1][=O][=O][C][C][=C][C][Branch1][C][C][Branch1][C][C][C],1
[C][=C][C][C][Branch1][Ring2][C][C][=C][C][=Branch1][C][=O][N][C][=Branch1][C][=O][N][C][Ring1][O][=O],1
[C][Branch2][Ring2][Ring1][C][C][Branch2][Ring1][=N][N][C@H1][Branch1][=C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][=Branch1][C][=O][C][C][N@][C][C][C@H1][Branch1][Ring2][C][Ring1][Branch1][O][=O][=C][C][=C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][C][=C][Ring2][Ring1][=N],0
[C][=Branch1][N][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][S][C][C][C][Branch2][Ring1][=N][N][C@H1][Branch1][=C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][=Branch1][C][=O][C][C][N@][C][C][C@H1][Branch1][Ring2][C][Ring1][Branch1][O][=O],0
[C][Branch2][Ring2][Ring1][C][C][Branch2][Ring1][=N][N][C@H1][Branch1][=C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][=Branch1][C][=O][C][C][N@][C][C][C@H1][Branch1][Ring2][C][Ring1][Branch1][O][=O][=C][C][=Branch1][#Branch2][=C][C][=Branch1][Branch1][=C][Ring2][Ring1][=Branch2][F][F],0
[C][Branch2][Ring2][Ring1][C][C][Branch2][Ring1][=N][N][C@H1][Branch1][=C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][=Branch1][C][=O][C][C][N@][C][C][C@H1][Branch1][Ring2][C][Ring1][Branch1][O][=O][=C][C][=Branch1][#Branch1][=C][C][=C][Ring2][Ring1][=Branch2][O][C],0
[C][Branch2][Ring2][Ring1][C][C][Branch2][Ring1][=N][N][C@H1][Branch1][=C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][=Branch1][C][=O][C][C][N@][C][C][C@H1][Branch1][Ring2][C][Ring1][Branch1][O][=O][=C][C][=C][Branch1][Ring1][O][C][C][=C][Ring2][Ring1][O],0
[C][Branch2][Ring2][Ring1][C][C][Branch2][Ring1][=N][N][C@H1][Branch1][=C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][=Branch1][C][=O][C][C][N@][C][C][C@H1][Branch1][C][O][C][Ring1][=Branch1][=O][=C][C][=C][Branch1][=Branch2][S][=Branch1][C][=O][=Branch1][C][=O][C][C][=C][Ring2][Ring1][=N],0
[C][=Branch1][=C][=C][C][=Branch1][=Branch2][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][Cl][Cl][C][C][Branch2][Ring1][#Branch2][N][C@@H1][Branch1][=Branch2][C][N][C][C][C][C][Ring1][Branch1][C][N][Branch1][Branch1][C][C][Ring1][N][C][=Branch1][C][=O][C][=O],1
[C][=Branch1][=C][=C][C][=C][Branch1][Branch2][C][=Branch1][Ring2][=C][Ring1][=Branch1][Cl][Cl][C][C][Branch2][Ring1][O][N][C@H1][Branch1][#C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][=Branch1][C][=O][O][C][C][N][C][C][C][C][Ring1][Branch1][=O],1
[C][Branch2][Ring2][Ring1][C][C][Branch2][Ring1][=N][N][C@H1][Branch1][=C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][=Branch1][C][=O][C][C][N@][C][C][C@H1][Branch1][C][O][C][Ring1][=Branch1][=O][=C][C][=C][Branch1][=Branch1][S@][=Branch1][C][=O][C][C][=C][Ring2][Ring1][N],0
[C][=Branch1][=C][=C][C][=C][Branch1][Branch2][C][=Branch1][Ring2][=C][Ring1][=Branch1][Cl][Cl][C][C][=Branch1][C][=O][N][C@H1][Branch1][#Branch2][C][N@@][Branch1][C][C][C][C][Ring1][#Branch1][C][N][C][C][C][C][Ring1][Branch1],1
[C][=Branch1][=C][=C][C][=C][Branch1][Branch2][C][=Branch1][Ring2][=C][Ring1][=Branch1][Cl][Cl][C][C][Branch2][Ring1][O][N][C@@H1][Branch1][N][C][N@@][C][C@@H1][Branch1][Branch1][C][C][Ring1][Branch1][O][C][N@][Branch1][Branch1][C][C][Ring1][=N][C][C][O][=O],0
[C][=Branch1][Branch2][=C][C][=C][C][=C][Ring1][=Branch1][C][C][Branch2][Ring1][=N][N][C@H1][Branch1][=C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][=Branch1][C][=O][C][C][N@][C][C][C@H1][Branch1][Ring2][C][Ring1][Branch1][O][=O],0
[C][=Branch1][=C][=C][C][=C][Branch1][Branch2][C][=Branch1][Ring2][=C][Ring1][=Branch1][Cl][Cl][C][C][Branch2][Ring1][N][N][C@H1][Branch1][S][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][=Branch1][C][=O][O][C][C][C][N][C][C][C][C][Ring1][Branch1][=O],1
[C][Branch2][Ring2][Ring1][C][C][Branch2][Ring1][=N][N][C@H1][Branch1][P][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][=Branch1][C][=O][O][C][C][C][C][N][C][C][C][C][Ring1][Branch1][=O][=C][C][=Branch1][#Branch2][=C][Branch1][=Branch1][C][=C][Ring2][Ring1][O][Cl][Cl],1
[C][=Branch1][=C][=C][C][=C][Branch1][Branch2][C][=Branch1][Ring2][=C][Ring1][=Branch1][Cl][Cl][C][C][=Branch1][C][=O][N][C@H1][Branch1][=C][C][N][Branch1][=Branch1][C][=Branch1][C][=O][C][C][C][Ring1][=Branch2][C][N@@][C][C@H1][Branch1][C][O][C][C][Ring1][=Branch1],0
[C][=C][Branch2][Ring1][Ring1][C][=Branch1][N][=C][Branch1][C][O][C][=Branch1][Ring2][=N][Ring1][#Branch1][C][C][N][C][C][C][S][C],1
[C][C][N][C][C][=C][Branch1][C][O][C][Branch1][C][C][=N][C][=C][Ring1][Branch2][C][S][C],1
[C][=C][C][Branch1][Branch1][C][C][N][C][=N][C][=C][Ring1][#Branch2],1
[C][=C][C][Branch1][Branch2][C][C][N][Branch1][C][C][C][=N][C][=C][Ring1][O],1
[O][C][C][=C][C][=C][N][=C][Ring1][=Branch1],0
[C][C][Branch1][C][C][Branch1][C][C][N][C][C][Branch1][C][O][C][=C][C][=C][Branch1][C][O][C][Branch1][Ring1][C][O][=N][Ring1][=Branch2],0
[C][=C][N][=C][C][=C][Ring1][=Branch1][C][Branch1][Branch2][N][N][C][Branch1][C][C][C][=O],1
[C][Branch1][=Branch2][C][=C][N][=C][C][=C][Ring1][=Branch1][=Branch1][C][=O][N],1
[C][=C][C][=N][C][=C][Ring1][=Branch1][C][Branch1][Branch2][N][Branch1][Ring1][C][C][C][C][=O],1
[N][=Branch1][Ring2][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][Ring1][C][C][N][Branch1][C][C][C],1
[C][=C][Branch1][#Branch1][N][=C][C][=C][Ring1][=Branch1][C][C][N][C],1
[C][C][C][=C][C][=Branch1][=Branch1][=C][C][=N][Ring1][=Branch1][C][Branch1][C][N][=S],1
[N][N][C][=Branch1][C][=O][C][=C][C][=N][C][=C][Ring1][=Branch1],0
[C][=C][Branch1][#Branch1][N][=C][C][=C][Ring1][=Branch1][C][C][N][Branch1][C][C][C],1
[C][C][N][C][=Branch1][Ring2][=N][C][#N][N][C][C][S][C][C][=C][Branch1][#Branch1][C][=C][C][=N][Ring1][=Branch1][Br],0
[N][=Branch1][Ring2][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][Ring1][C][C][N][C],1
[C][=C][Branch2][Ring2][Branch1][C][=C][C][=C][Ring1][=Branch1][N][Branch1][#C][C][C][C][N][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][C][=C][Branch1][Ring2][S][Ring1][S][C][=C][C][=C][Ring1][#Branch1][C][Branch1][C][F][Branch1][C][F][F],1
[C][=C][Branch2][Ring2][Branch2][C][=C][C][=C][Ring1][=Branch1][N][Branch1][P][C][C][C][N][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][C][O][C][=C][Branch1][Branch1][S][Ring2][Ring1][C][C][=C][C][=C][Ring1][#Branch1][C][Branch1][Ring1][C][C][=O],1
[C][N][C][C][N][Branch2][Ring1][O][C][C][C][N][C][=C][C][=C][C][=C][Ring1][=Branch1][S][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#C][Ring1][#Branch1][C][C][Ring2][Ring1][Branch2],1
[C][C][C][=Branch1][C][=O][C][=C][C][=C][S][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Branch1][P][C][C][C][N][C][C][N][Branch1][Ring2][C][C][O][C][C][Ring1][=Branch2][C][Ring2][Ring1][=Branch1][=C][Ring2][Ring1][#Branch2],1
[O][C][C][N][C][C][N][Branch2][Ring1][O][C][C][C][N][C][=C][C][=C][C][=C][Ring1][=Branch1][S][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#C][Ring1][#Branch1][C][C][Ring2][Ring1][Branch2],1
[C][C][Branch2][Ring1][C][C][N][C][C][N][Branch1][#Branch1][C][C][O][C][C][O][C][C][Ring1][N][C][N][C][=C][C][=C][C][=C][Ring1][=Branch1][S][C][=C][C][=C][C][=C][Ring1][=C][Ring1][=Branch1],1
[C][=C][Branch1][C][Cl][C][=C][C][=C][Ring1][#Branch1][N][Branch1][=C][C][=C][Branch1][#Branch1][C][=C][C][=C][Ring1][=Branch1][S][Ring1][#Branch2][C][C][C][N][C][C][N][Branch1][Ring2][C][C][O][C][C][Ring1][=Branch2],1
[C][N][C][C][N][Branch2][Ring2][C][C][C][C][N][C][=C][C][=C][C][=C][Ring1][=Branch1][S][C][=C][C][=C][Branch1][#Branch1][C][=C][Ring1][=C][Ring1][=Branch1][C][Branch1][C][F][Branch1][C][F][F][C][C][Ring2][Ring1][O],1
[C][=C][Branch1][Branch2][C][Branch1][Ring2][C][C][C][=O][C][=C][C][=C][Ring1][O][N][Branch1][=C][C][=C][Branch1][#Branch1][C][=C][C][=C][Ring1][=Branch1][S][Ring1][#Branch2][C][C][C][N][C][C][N][Branch1][C][C][C][C][Ring1][#Branch1],1
[C][=C][Branch1][C][Cl][C][=C][C][=C][Ring1][#Branch1][N][Branch1][=C][C][=C][Branch1][#Branch1][C][=C][C][=C][Ring1][=Branch1][S][Ring1][#Branch2][C][C][C][N][C][C][N][Branch1][=Branch2][C][C][O][C][Branch1][C][C][=O][C][C][Ring1][N],1
[O][C][C][N][C][C][N][Branch2][Ring2][C][C][C][C][N][C][=C][C][=C][C][=C][Ring1][=Branch1][S][C][=C][C][=C][Branch1][#Branch1][C][=C][Ring1][=C][Ring1][=Branch1][C][Branch1][C][F][Branch1][C][F][F][C][C][Ring2][Ring1][O],1
[C][=C][C][=C][C][=C][Ring1][=Branch1][N][Branch2][Ring1][N][C][=C][Branch1][Ring2][S][Ring1][=Branch1][C][=C][C][=Branch1][Ring2][=C][Ring1][#Branch1][SH0][Branch1][=Branch1][N][Branch1][C][C][C][=Branch1][C][=O][=O][C][C][C][N][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C],1
[C][=C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][C][=C][C][=C][Ring1][#Branch2][N][Branch1][=C][C][=C][Branch1][#Branch1][C][=C][C][=C][Ring1][=Branch1][S][Ring1][#Branch2][C][C][C][N][C][C][N][Branch1][=C][C][C][O][C][Branch1][#Branch1][C][C][C][C][C][C][=O][C][C][Ring1][P],1
[C][C][S][C][=C][C][=C][S][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Branch1][#C][C][C][C][N][C][C][N][Branch1][C][C][C][C][Ring1][#Branch1][C][Ring2][Ring1][Ring2][=C][Ring2][Ring1][Branch2],1
[C][C][=Branch1][C][=O][C][=C][C][=C][S][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Branch1][P][C][C][C][N][C][C][N][Branch1][Ring2][C][C][O][C][C][Ring1][=Branch2][C][Ring2][Ring1][=Branch1][=C][Ring2][Ring1][#Branch2],1
[C@][Branch2][Branch1][Ring1][O][C][Branch2][Ring2][#Branch2][O][C@@H1][Ring1][Branch1][C][C][C][Ring1][Branch2][Branch2][Ring1][=N][C][C][Branch1][C][O][C@H1][C][Ring1][#Branch1][C][C@H1][Branch1][C][F][C][=C][C][=Branch1][C][=O][C][=C][C][Ring1][N][Ring1][#Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][C][O][C][=Branch1][C][=O][C],1
[C@@][Branch2][=Branch1][Ring1][C@@][Branch2][Branch1][=C][C@H1][Branch2][Ring2][=Branch2][C@H1][C@][Branch2][Ring1][=Branch2][C@@][Branch2][Ring1][Ring2][C][=Branch1][#Branch2][=C][C][=Branch1][C][=O][C][=C][Ring1][#Branch1][C@H1][Branch1][Ring2][C][Ring1][O][F][C][Branch1][C][F][C@H1][Branch1][Branch1][C][Ring2][Ring1][C][O][C][C@H1][Ring2][Ring1][=Branch1][O][C][Branch1][Branch1][O][Ring2][Ring1][=Branch2][Branch1][C][C][C][C][C][Branch1][Ring1][C][O][=O],1
[C@@][Branch1][C][F][C][Branch2][Branch1][P][C][=Branch1][#Branch2][=C][C][=Branch1][C][=O][C][=C][Ring1][#Branch1][C@@H1][Branch1][C][F][C][C][Ring1][=N][C][C][Branch1][=Branch1][C][C][Ring1][P][O][Branch2][Ring1][S][C@][Branch1][=N][C][=Branch1][C][=O][C][O][C][=Branch1][C][=O][C][C][O][C][Branch1][=Branch2][O][C@@H1][Ring1][=N][C][Ring2][Ring1][Ring1][Branch1][C][C][C][C][C],1
[C@@][Branch1][C][Cl][C][Branch2][Branch1][#Branch2][C][=Branch1][#Branch2][=C][C][=Branch1][C][=O][C][=C][Ring1][#Branch1][C@@H1][Branch1][C][F][C][C][Ring1][=N][C][C][Branch1][=Branch1][C][C][Ring1][P][Cl][Branch2][Ring1][=Branch2][C@][Branch1][#Branch1][C][=Branch1][C][=O][C][O][O][C][Branch1][Branch2][O][C@@H1][Ring1][=Branch2][C][Ring1][#C][Branch1][C][C][C][C][C],1
[C@H1][C][Branch2][Ring1][N][C@@][Branch2][Ring1][C][O][C][Branch1][Branch2][O][C@@H1][Ring1][Branch1][C][Ring1][Branch2][Branch1][Ring1][C][C][C][C][C][=Branch1][C][=O][C][O][Branch2][Ring1][=C][C][C@H1][Branch1][C][O][C@@][Branch1][C][F][C][Ring2][Ring1][=Branch1][C][C][C][=C][C][=Branch1][C][=O][C][=C][C][Ring1][N][Ring1][#Branch1][C][C],1
[C@@][Branch2][Branch1][#Branch2][C@@][Branch2][Branch1][Branch1][C@H1][Branch2][Ring1][P][C@H1][C@@H1][Branch2][Ring1][Branch1][C@@][Branch1][P][C][=Branch1][#Branch2][=C][C][=Branch1][C][=O][C][=C][Ring1][#Branch1][C][C][Ring1][O][C][C@H1][Branch1][Ring2][C][Ring1][S][O][C][C@H1][Ring2][Ring1][Ring2][O][C][Branch1][Branch1][O][Ring2][Ring1][#Branch1][C][C][C][C][C][Branch1][Ring1][C][O][=O],1
[C@][Branch2][Branch1][=Branch1][O][C][Branch2][Ring2][=N][O][C@@H1][Ring1][Branch1][C][C][C][Ring1][Branch2][Branch2][Ring1][S][C][C][Branch1][C][O][C@@][Branch1][C][F][C][Ring1][Branch2][C][C@H1][Branch1][C][F][C][=C][C][=Branch1][C][=O][C][=C][C][Ring1][=N][Ring1][#Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][C][Branch1][Ring1][O][C][O][C],1
[C@][Branch2][Ring2][S][O][C][Branch2][Ring2][#Branch1][O][C@@H1][Ring1][Branch1][C][C@@H1][C][Ring1][Branch2][Branch2][Ring1][#Branch2][C][C][Branch1][C][O][C@H1][C][Ring1][#Branch1][C][C][C][=C][C][=Branch1][C][=O][C][=C][C][Ring1][O][Ring1][#Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][C][O],1
[C@@][Branch2][=Branch1][Ring1][C@@][Branch2][Branch1][=C][C@H1][Branch2][Ring2][=Branch2][C@H1][C@][Branch2][Ring1][=Branch2][C@@][Branch2][Ring1][Ring2][C][=Branch1][#Branch2][=C][C][=Branch1][C][=O][C][=C][Ring1][#Branch1][C@H1][Branch1][Ring2][C][Ring1][O][F][C][Branch1][C][F][C@H1][Branch1][Branch1][C][Ring2][Ring1][C][O][C][C@H1][Ring2][Ring1][=Branch1][O][C][Branch1][Branch1][O][Ring2][Ring1][=Branch2][Branch1][C][C][C][C][C][Branch1][Branch2][C][O][C][Branch1][C][C][=O][=O],1
[C@][Branch2][Branch1][=Branch1][O][C][Branch2][Ring2][=N][O][C@@H1][Ring1][Branch1][C][C][C][Ring1][Branch2][Branch2][Ring1][S][C][C@H1][Branch1][C][Cl][C@@][Branch1][C][Cl][C][Ring1][Branch2][C][C@H1][Branch1][C][F][C][=C][C][=Branch1][C][=O][C][=C][C][Ring1][=N][Ring1][#Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][C][F],1
[C@][Branch2][Ring2][P][O][C][Branch2][Ring2][#Branch2][O][C@@H1][Ring1][Branch1][C][C][C][Ring1][Branch2][Branch2][Ring1][=N][C][C][Branch1][C][O][C][Branch1][C][F][C][Ring1][Branch2][C][C][C][=C][C][=Branch1][C][=O][C][=C][C][Ring1][N][Ring1][#Branch1][C][C][C][=C][C][=Branch1][C][=O][C][O],1
[C@@][Branch2][Branch1][=C][C@@][Branch2][Branch1][=Branch2][C@H1][Branch2][Ring2][Ring2][C@H1][C@][Branch2][Ring1][Branch1][C@@][Branch1][P][C][=Branch1][#Branch2][=C][C][=Branch1][C][=O][C][=C][Ring1][#Branch1][C][C][Ring1][O][C][Branch1][C][F][C@H1][Branch1][Ring2][C][Ring1][P][O][C][C@H1][Ring2][Ring1][Branch1][O][C][Branch1][Branch1][O][Ring2][Ring1][Branch2][Branch1][C][C][C][C][C][Branch1][Ring1][C][O][=O],1
[C@][Branch2][=Branch1][#C][C@H1][Branch2][Ring2][=Branch2][C@H1][C][Branch1][C][F][Branch2][Ring1][=Branch2][C@@][Branch2][Ring1][Ring2][C][=Branch1][#Branch2][=C][C][=Branch1][C][=O][C][=C][Ring1][#Branch1][C@@H1][Branch1][C][F][C][Ring1][=N][C][C@@H1][Branch1][C][O][C][Ring2][Ring1][Ring1][C][C@H1][O][C@H1][Branch2][Ring1][=Branch2][O][C@@][Ring2][Ring1][=Branch2][Ring1][Branch1][C][Branch1][=C][O][C@@H1][Branch1][=Branch2][O][C][Branch1][Ring2][O][C][C][=O][C][=O][C][C][C][C],1
[C@@][Branch2][Branch1][=C][C@@][Branch2][Branch1][=Branch2][C@H1][Branch2][Ring2][Ring2][C@H1][C@][Branch2][Ring1][Branch1][C@@][Branch1][P][C][=Branch1][#Branch2][=C][C][=Branch1][C][=O][C][=C][Ring1][#Branch1][C][C][Ring1][O][C][Branch1][C][F][C@H1][Branch1][Ring2][C][Ring1][P][O][C][C@H1][Ring2][Ring1][Branch1][O][C][Branch1][Branch1][O][Ring2][Ring1][Branch2][Branch1][C][C][C][C][C][Branch1][S][C][O][C][Branch1][#Branch2][C][C][Branch1][C][C][Branch1][C][C][C][=O][=O],1
[C@H1][C][Branch2][Ring1][=Branch2][C@@][Branch1][S][O][C][Branch1][Branch2][O][C@@H1][Ring1][Branch1][C][Ring1][Branch2][Branch1][C][C][C][C][=Branch1][C][=O][C][Cl][Branch2][Ring1][P][C][C@H1][Branch1][C][Cl][C@@][Branch1][C][Cl][C][Ring2][Ring1][Ring2][C][C@H1][Branch1][C][F][C][=C][C][=Branch1][C][=O][C][=C][C][Ring1][=N][Ring1][#Branch1][C][C],1
[O].[O].[O].[C][C][Branch1][C][C][S][C@@H1][C@H1][Branch2][Ring1][Branch1][N][C][=Branch1][C][=O][C@H1][Branch1][C][N][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][N][Ring1][P][C@H1][Ring2][Ring1][Branch1][C][Branch1][C][O][=O],0
[C][C][Branch1][C][C][S][C@@H1][C@H1][Branch2][Ring1][C][N][C][=Branch1][C][=O][C@H1][Branch1][C][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][Ring1][S][C@H1][Ring2][Ring1][Ring2][C][Branch1][C][O][=O],0
[C][C][=Branch1][C][=O][O][C][O][C][=Branch1][C][=O][C][N][C][Branch1][=Branch2][S][C][Ring1][Branch1][Branch1][C][C][C][C][Branch1][#C][N][C][=Branch1][C][=O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring2][Ring1][C][=O],0
[Na].[C][C][Branch1][C][C][S][C][C][Branch1][#C][N][C][=Branch1][C][=O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][Ring1][#C][C][Ring2][Ring1][Ring1][C][Branch1][C][O][=O],0
[C][C][Branch1][C][C][S][C@@H1][C@H1][Branch2][Ring1][=Branch2][N][C][=Branch1][C][=O][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][SH0][Branch1][C][O][=Branch1][C][=O][=O][C][=Branch1][C][=O][N][Ring2][Ring1][Ring1][C@H1][Ring2][Ring1][#Branch1][C][Branch1][C][O][=O],0
[C][C][Branch1][C][C][Branch1][C][C][C][=Branch1][C][=O][O][C][O][C][=Branch1][C][=O][C@@H1][N][C@H1][Branch1][=Branch2][S][C][Ring1][Branch1][Branch1][C][C][C][C@H1][Branch2][Ring1][C][N][C][=Branch1][C][=O][C@H1][Branch1][C][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring2][Ring1][Ring1][=O],0
[Na+1].[Na+1].[C][C][Branch1][C][C][S][C@@H1][C@H1][Branch2][Ring1][#Branch2][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch2][N][SH0][Branch1][C][O-1][=Branch1][C][=O][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][Ring2][Ring1][Ring2][C@H1][Ring2][Ring1][Branch2][C][Branch1][C][O-1][=O],0
[C][C][Branch1][C][C][S][C][C][Branch2][Ring1][Ring1][N][C][=Branch1][C][=O][C][Branch1][Ring1][N][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][Ring1][P][C][Ring2][Ring1][Branch1][C][Branch1][C][O][=O],0
